Source,Dest,Weight
FIBROBLASTS              ,AT2                      ,0.004491306375712156
CAPILLARY AEROCYTE       ,BASOPHIL/MAST 2          ,0.004491083789616823
BRONCHIAL VESSEL         ,CLUB (NASAL)             ,0.00449023162946105
CLUB                     ,CD4 T                    ,0.004488620441406965
PLASMACYTOID DCS         ,PLASMA                   ,0.0044882530346512794
BASOPHIL/MAST            ,CAPILLARY INTERMEDIATE 2 ,-0.004488152917474508
DEUTEROSOMAL             ,AT1                      ,0.004487065598368645
IONOCYTE                 ,CAPILLARY INTERMEDIATE 1 ,0.004485653713345528
T CELLS PROLIFERATING    ,DENDRITIC CELLS          ,0.004485405050218105
FIBROMYOCYTES            ,T CELLS PROLIFERATING    ,0.004484950099140406
B CELL LINEAGE           ,PERICYTE                 ,0.004484742879867554
T CELL LINEAGE           ,MULTICILIATED (NON_NASAL),0.004483827389776707
LYMPHATIC EC DIFFERENTIATING,MONOCYTE DERIVED MΦ      ,0.004482496064156294
LYMPHOID                 ,MYELOID DENDRITIC TYPE 2 ,0.004481850191950798
INTERMEDIATE MONOCYTE    ,SMG SEROUS (NASAL)       ,0.004481657408177853
CAPILLARY INTERMEDIATE 1 ,T CELL LINEAGE           ,0.0044812713749706745
GOBLET                   ,CD8+ MEMORY/EFFECTOR T   ,0.004479966592043638
NEUROENDOCRINE           ,MAST CELLS               ,0.004477339796721935
CD4 T                    ,MYOFIBROBLAST            ,0.004477048758417368
DC2                      ,EC VENOUS PULMONARY      ,0.004476645030081272
MYOFIBROBLASTS           ,SUPRABASAL               ,0.004476482048630714
CD8+ NAIVE T             ,SMG SEROUS               ,0.004475203342735767
PLASMACYTOID DCS         ,GOBLET                   ,0.004474876448512077
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,GOBLET (SUBSEGMENTAL)    ,0.004472397733479738
FIBROMYOCYTES            ,FIBROMYOCYTE             ,0.004469515290111303
IMMUNE                   ,LYMPHATIC EC PROLIFERATING,0.004467388615012169
MAST CELLS               ,FIBROBLAST               ,0.004466695711016655
SUPRABASAL               ,SMG SEROUS               ,0.004465739708393812
PERIBRONCHIAL FIBROBLASTS,MULTICILIATED LINEAGE    ,0.004465289879590273
BRONCHIAL VESSEL 1       ,ALVEOLAR FIBROBLAST      ,0.004465268459171057
VEIN                     ,INNATE LYMPHOID CELL NK  ,0.004465250764042139
EC VENOUS PULMONARY      ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.004465149249881506
CD8+ NAIVE T             ,PLASMA                   ,0.004464415833353996
SM ACTIVATED STRESS RESPONSE,GOBLET (SUBSEGMENTAL)    ,0.0044636353850364685
BASOPHIL/MAST            ,FIBROBLAST LINEAGE       ,0.004463602788746357
FIBROMYOCYTES            ,SEROUS                   ,0.004463289864361286
CD8+ MEMORY/EFFECTOR T   ,EPITHELIAL               ,0.004463003017008305
PERICYTES                ,ENDOTHELIAL              ,0.004462848417460918
EC VENOUS SYSTEMIC       ,POSITIVE                 ,0.004461375065147877
SMOOTH MUSCLE            ,AIRWAY EPITHELIUM        ,0.0044608642347157
T CELL LINEAGE           ,ALVEOLAR MΦ PROLIFERATING,0.004460825584828854
DIFFERENTIATING BASAL    ,CAPILLARY                ,0.00446058576926589
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,TUFT                     ,0.004460367374122143
MESOTHELIUM              ,EC GENERAL CAPILLARY     ,0.004458602052181959
NK CELLS                 ,SMG SEROUS (BRONCHIAL)   ,0.0044585163705050945
BRONCHIAL VESSEL         ,SMG DUCT                 ,0.004456666298210621
PERICYTES                ,GOBLET                   ,0.004456495866179466
NK CELLS                 ,CAPILLARY AEROCYTE       ,0.004455366637557745
CLUB                     ,SMG SEROUS (BRONCHIAL)   ,0.004453293047845364
FIBROMYOCYTE             ,PROXIMAL CILIATED        ,0.004453123081475496
EC VENOUS PULMONARY      ,AT2                      ,0.004452518653124571
AT2                      ,PROLIFERATING MACROPHAGE ,0.0044513787142932415
AIRWAY EPITHELIUM        ,MESOTHELIUM              ,0.004450267180800438
CD4+ NAIVE T             ,LYMPHATIC EC DIFFERENTIATING,0.004449783358722925
LYMPHOID                 ,CD4+ NAIVE T             ,0.004448599182069302
CAPILLARY INTERMEDIATE 1 ,EPITHELIAL               ,0.00444803899154067
MULTICILIATED (NON_NASAL),DENDRITIC                ,0.004447141662240028
TUFT                     ,LYMPHATIC                ,0.0044469041749835014
NEUROENDOCRINE           ,PLASMACYTOID DENDRITIC   ,0.00444667786359787
FIBROBLAST LINEAGE       ,LIPOFIBROBLAST           ,0.004446676932275295
BASOPHIL/MAST            ,MYELOID                  ,-0.004446159582585096
FIBROBLAST LINEAGE       ,NON CLASSICAL MONOCYTES  ,0.004445555154234171
BASOPHIL/MAST 2          ,MYOFIBROBLAST            ,0.0044451262801885605
CD4 T CELLS              ,ALVEOLAR FIBROBLAST      ,0.004444513935595751
AT2                      ,CLUB (NON_NASAL)         ,0.004444495774805546
LYMPHATIC EC             ,MYELOID DENDRITIC TYPE 1 ,0.0044441805221140385
CD8+ NAIVE T             ,FIBROMYOCYTES            ,0.004444038961082697
LYMPHATIC EC PROLIFERATING,EC GENERAL CAPILLARY     ,0.004443433601409197
TRANSITIONAL CLUB AT2    ,CD16+ MONOCYTE           ,0.0044424934312701225
FIBROMYOCYTES            ,DC2                      ,0.00444004125893116
NATURAL KILLER T         ,MYELOID DENDRITIC TYPE 1 ,0.00443950854241848
LYMPHATIC EC DIFFERENTIATING,CD4 T CELLS              ,0.004439400974661112
ALVEOLAR EPITHELIAL TYPE 2,INNATE LYMPHOID CELL NK  ,0.004438480827957392
GOBLET                   ,INTERSTITIAL MACROPHAGES ,0.0044363755732774734
NEUROENDOCRINE           ,CAPILLARY INTERMEDIATE   ,-0.004435529932379723
MAST CELLS               ,PLASMACYTOID DCS         ,0.0044344449415802956
CLUB                     ,BASOPHIL/MAST 2          ,0.004433883354067802
LYMPHATIC                ,MULTICILIATED (NON_NASAL),0.004433725960552692
MONOCYTE DERIVED MΦ      ,NATURAL KILLER           ,0.004432883113622665
ALVEOLAR FIBROBLASTS     ,MULTICILIATED (NON_NASAL),0.004432533401995897
BRONCHIAL VESSEL         ,LYMPHATIC EC             ,0.004431538283824921
PLASMACYTOID DCS         ,MULTICILIATED (NASAL)    ,0.004431304521858692
CLUB                     ,INTERSTITIAL MΦ PERIVASCULAR,0.004430864471942186
PLASMACYTOID DCS         ,MESOTHELIUM              ,0.0044303336180746555
BASOPHIL/MAST            ,ALVEOLAR MΦ PROLIFERATING,0.004425432067364454
EC VENOUS SYSTEMIC       ,PLASMACYTOID DENDRITIC   ,0.004424387589097023
EC VENOUS                ,NK CELLS                 ,0.004424126353114843
CD8 T                    ,CLUB (NASAL)             ,0.004423303529620171
NONCLASSICAL MONOCYTE    ,FIBROMYOCYTE             ,0.004422486759722233
ALVEOLAR EPITHELIUM      ,BASOPHIL/MAST 2          ,0.0044219098053872585
BASAL                    ,RARE                     ,-0.004421315621584654
ALVEOLAR FIBROBLASTS     ,MYELOID DENDRITIC TYPE 2 ,0.004420232959091663
LYMPHATIC EC             ,INTERSTITIAL MΦ PERIVASCULAR,0.0044180224649608135
MULTICILIATED LINEAGE    ,CD8+ MEMORY/EFFECTOR T   ,0.004417449701577425
CD8 T CELLS              ,MYOFIBROBLASTS           ,0.004415290895849466
MUCOUS                   ,BASOPHIL/MAST 1          ,0.004414936061948538
ADVENTITIAL FIBROBLAST   ,LIPOFIBROBLAST           ,0.004414790775626898
AIRWAY EPITHELIUM        ,SMOOTH MUSCLE            ,0.004413577262312174
BASOPHIL/MAST            ,EPITHELIAL               ,0.004413303919136524
CD4+ MEMORY/EFFECTOR T   ,FIBROBLASTS              ,0.004412189591675997
BASOPHIL/MAST            ,CLUB                     ,0.004410868976265192
EC ARTERIAL              ,PLASMACYTOID DENDRITIC   ,0.004410364665091038
NATURAL KILLER T         ,EC VENOUS                ,0.004410358611494303
PERICYTE                 ,CD8 T CELLS              ,0.004410198889672756
LYMPHATIC EC             ,MYELOID                  ,0.004409146495163441
SMOOTH MUSCLE            ,IGSF21+ DENDRITIC        ,0.004407367203384638
CLUB (NASAL)             ,MULTICILIATED (NASAL)    ,0.004407221917062998
SM ACTIVATED STRESS RESPONSE,ENDOTHELIAL              ,0.004405503161251545
TRANSITIONAL CLUB AT2    ,GOBLET (NASAL)           ,0.004405300132930279
FIBROMYOCYTE             ,INNATE LYMPHOID CELL NK  ,0.0044051846489310265
ALVEOLAR FIBROBLASTS     ,BASAL RESTING            ,0.004405074752867222
MULTICILIATED (NON_NASAL),CD4 T CELLS              ,0.004403950646519661
CLUB                     ,INTERMEDIATE MONOCYTE    ,0.00440380210056901
MAST CELLS               ,BASOPHIL/MAST 2          ,0.004402835387736559
AT2                      ,CILIATED                 ,0.004402800928801298
SUPRABASAL               ,PERICYTE                 ,0.004400427918881178
STROMA                   ,MUCOUS                   ,0.004398896358907223
CD8+ NAIVE T             ,CD4+ NAIVE T             ,0.0043972996063530445
FIBROBLAST               ,PROXIMAL BASAL           ,-0.004396849777549505
SM ACTIVATED STRESS RESPONSE,CLUB                     ,0.004395670257508755
CAPILLARY AEROCYTE       ,AT1                      ,-0.004394729156047106
GOBLET                   ,CD4 T CELLS              ,0.0043930173851549625
LYMPHATIC                ,EPITHELIAL               ,0.0043929642997682095
CD8 T CELLS              ,ALVEOLAR FIBROBLASTS     ,0.004391734953969717
SMOOTH MUSCLE            ,TREM2+ DENDRITIC         ,0.004391183145344257
ALVEOLAR FIBROBLASTS     ,LYMPHATIC EC DIFFERENTIATING,0.004391148220747709
GOBLET                   ,MACROPHAGES              ,0.0043909368105232716
EC CAPILLARY             ,DENDRITIC CELLS          ,0.00439064484089613
FIBROMYOCYTES            ,CD8 T CELLS              ,0.004390241578221321
FIBROBLASTS              ,FIBROMYOCYTES            ,0.004389997571706772
CD4 T CELLS              ,CAPILLARY                ,0.004389665555208921
MULTICILIATED            ,PROLIFERATING BASAL      ,0.004389339126646519
NEUROENDOCRINE           ,EC VENOUS PULMONARY      ,0.004389280453324318
DC2                      ,ENDOTHELIAL              ,0.004388583358377218
MULTICILIATED (NON_NASAL),MUCOUS                   ,0.004387060645967722
ADVENTITIAL FIBROBLAST   ,MYOFIBROBLASTS           ,0.004387058317661285
AT2 PROLIFERATING        ,BASOPHIL/MAST            ,-0.004386157728731632
TUFT                     ,MYELOID DENDRITIC TYPE 1 ,0.004384520463645458
MYELOID DENDRITIC TYPE 1 ,CD8+ MEMORY/EFFECTOR T   ,0.004383895080536604
T CELLS PROLIFERATING    ,CD14+ MONOCYTE           ,0.004382607527077198
CAPILLARY INTERMEDIATE   ,LYMPHATIC EC             ,0.004382601473480463
CAPILLARY INTERMEDIATE 1 ,TUFT                     ,0.004382475279271603
DC2                      ,PERICYTE                 ,0.00438174931332469
BRONCHIAL VESSEL 1       ,CD8+ MEMORY/EFFECTOR T   ,0.004381007514894009
T CELLS PROLIFERATING    ,OLR1+ CLASSICAL MONOCYTE ,0.0043806578032672405
MAST CELLS               ,CD8+ NAIVE T             ,0.004379641264677048
SMOOTH MUSCLE            ,GOBLET                   ,0.0043794396333396435
BASOPHIL/MAST            ,OLR1+ CLASSICAL MONOCYTE ,0.004379260819405317
CD8 T                    ,NONCLASSICAL MONOCYTE    ,-0.004378285259008408
SMG DUCT                 ,BLOOD VESSELS            ,0.004378090146929026
MULTICILIATED            ,T CELLS PROLIFERATING    ,0.0043776920065283775
FIBROBLASTS              ,MULTICILIATED (NASAL)    ,0.004376799799501896
VASCULAR SMOOTH MUSCLE   ,SMG SEROUS (NASAL)       ,0.004376544617116451
BRONCHIAL VESSEL 1       ,T CELL LINEAGE           ,0.004375530406832695
EC AEROCYTE CAPILLARY    ,IONOCYTE                 ,0.004373903851956129
PROLIFERATING NK/T       ,PLASMACYTOID DCS         ,0.004372069146484137
BLOOD VESSELS            ,SUBPLEURAL FIBROBLASTS   ,0.004371750168502331
EREG+ DENDRITIC          ,ALVEOLAR MΦ PROLIFERATING,0.0043713971972465515
MYELOID DENDRITIC TYPE 1 ,CAPILLARY INTERMEDIATE 2 ,-0.0043686507269740105
EC VENOUS PULMONARY      ,SUBPLEURAL FIBROBLASTS   ,0.004367228597402573
BLOOD VESSELS            ,SMG DUCT                 ,-0.00436583673581481
CD8 T CELLS              ,T CELL LINEAGE           ,0.004364784341305494
NK CELLS                 ,B CELLS                  ,0.004364305641502142
CD16+ MONOCYTE           ,OLR1+ CLASSICAL MONOCYTE ,0.004363433923572302
EPITHELIAL               ,NATURAL KILLER T         ,0.004362987354397774
CAPILLARY                ,AT1                      ,0.004362752661108971
SUBPLEURAL FIBROBLASTS   ,FIBROMYOCYTES            ,0.004362625069916248
CD14+ MONOCYTE           ,PLASMACYTOID DCS         ,0.004361613187938929
DC2                      ,MYELOID DENDRITIC TYPE 1 ,0.00436138641089201
LYMPHATIC EC             ,CAPILLARY INTERMEDIATE 2 ,0.004360550548881292
GOBLET                   ,SUBPLEURAL FIBROBLASTS   ,0.004356819670647383
MAST CELLS               ,CD14+ MONOCYTE           ,0.004356324207037687
EC ARTERIAL              ,PLASMA CELLS             ,0.004356166813522577
CAPILLARY INTERMEDIATE   ,PLASMA                   ,0.004355789627879858
INNATE LYMPHOID CELL NK  ,PLASMACYTOID DENDRITIC   ,0.004355218261480331
ALVEOLAR EPITHELIUM      ,MUCOUS                   ,0.004355173092335463
EC VENOUS SYSTEMIC       ,MESOTHELIUM              ,0.0043528880923986435
VASCULAR SMOOTH MUSCLE   ,CAPILLARY INTERMEDIATE 2 ,0.0043524145148694515
EC VENOUS                ,LYMPHATIC EC             ,0.004352103918790817
CAPILLARY INTERMEDIATE 1 ,AT2                      ,0.0043515488505363464
T CELLS PROLIFERATING    ,ALVEOLAR EPITHELIUM      ,0.0043512932024896145
CD8+ NAIVE T             ,NONCLASSICAL MONOCYTE    ,0.004350471775978804
GOBLET (BRONCHIAL)       ,EREG+ DENDRITIC          ,-0.004350089933723211
CD4 T                    ,VASCULAR SMOOTH MUSCLE   ,0.004349574912339449
CD4+ MEMORY/EFFECTOR T   ,VEIN                     ,0.004349340684711933
FIBROBLAST               ,CLASSICAL MONOCYTES      ,-0.004348821472376585
GOBLET                   ,CILIATED                 ,0.004348729737102985
TUFT                     ,AIRWAY EPITHELIUM        ,0.004347240086644888
TRANSITIONAL CLUB AT2    ,NONCLASSICAL MONOCYTE    ,0.004346632398664951
BRONCHIAL VESSEL 1       ,FIBROBLASTS              ,0.004345822613686323
CD4 T CELLS              ,NATURAL KILLER           ,0.0043453918769955635
SM ACTIVATED STRESS RESPONSE,EC VENOUS PULMONARY      ,0.004345264285802841
CAPILLARY INTERMEDIATE 1 ,DC1                      ,0.0043449425138533115
ADVENTITIAL FIBROBLASTS  ,MULTICILIATED (NASAL)    ,0.004343944601714611
T CELL LINEAGE           ,FIBROBLASTS              ,0.0043433853425085545
EC GENERAL CAPILLARY     ,CILIATED                 ,0.004343223292380571
STROMA                   ,GOBLET (NASAL)           ,0.004343054722994566
DIFFERENTIATING BASAL    ,ENDOTHELIAL              ,0.004342343658208847
CD4+ NAIVE T             ,CAPILLARY AEROCYTE       ,0.004342337138950825
STROMA                   ,NATURAL KILLER           ,0.00434228777885437
BASOPHIL/MAST 1          ,CD4 T CELLS              ,0.00434193667024374
EC ARTERIAL              ,DIFFERENTIATING BASAL    ,0.004341743886470795
CLUB (NASAL)             ,MACROPHAGES              ,0.004339205101132393
BASOPHIL/MAST            ,T CELLS PROLIFERATING    ,0.004338701255619526
FIBROBLAST LINEAGE       ,BRONCHIAL VESSEL 2       ,0.004338602069765329
NONCLASSICAL MONOCYTE    ,DC1                      ,0.004338406957685947
EC CAPILLARY             ,B                        ,0.004338341299444437
ALVEOLAR EPITHELIAL TYPE 2,DENDRITIC                ,-0.004338164813816547
LYMPHATIC EC PROLIFERATING,SECRETORY                ,0.004337877966463566
STROMA                   ,PROXIMAL BASAL           ,0.004337862133979797
T CELL LINEAGE           ,CD4 T                    ,0.004337821621447802
BASAL                    ,EREG+ DENDRITIC          ,-0.004336575046181679
BRONCHIAL VESSEL         ,PERICYTE                 ,0.004336133599281311
SM ACTIVATED STRESS RESPONSE,FIBROBLAST LINEAGE       ,0.004334699362516403
BASOPHIL/MAST            ,GOBLET                   ,0.0043344818986952305
EREG+ DENDRITIC          ,ALVEOLAR MACROPHAGES     ,0.004333470482379198
BASOPHIL/MAST 2          ,CD14+ MONOCYTE           ,0.004333463963121176
ALVEOLAR FIBROBLASTS     ,EC CAPILLARY             ,0.004332158248871565
CD4+ NAIVE T             ,MIGRATORY DCS            ,0.004331997130066156
EC CAPILLARY             ,MYELOID DENDRITIC TYPE 2 ,0.004331468604505062
BASAL                    ,PLASMA                   ,0.004330267198383808
FIBROMYOCYTES            ,NON CLASSICAL MONOCYTES  ,0.004329840186983347
PERIBRONCHIAL FIBROBLASTS,MUCOUS                   ,-0.004329211078584194
EC VENOUS PULMONARY      ,CD8+ NAIVE T             ,0.004326495807617903
SMOOTH MUSCLE            ,INTERSTITIAL MΦ PERIVASCULAR,0.0043263849802315235
NATURAL KILLER T         ,NON CLASSICAL MONOCYTES  ,0.0043263547122478485
ENDOTHELIAL              ,CD4+ MEMORY/EFFECTOR T   ,0.004325696267187595
ADVENTITIAL FIBROBLAST   ,CLUB                     ,0.004324086010456085
BRONCHIAL VESSEL         ,EC VENOUS                ,0.004322832450270653
EC CAPILLARY             ,FIBROMYOCYTE             ,0.004322666209191084
EC ARTERIAL              ,FIBROBLAST LINEAGE       ,0.004322477150708437
NK CELLS                 ,PERIBRONCHIAL FIBROBLASTS,0.004322272725403309
FIBROBLAST LINEAGE       ,AT2                      ,0.004321887623518705
FIBROBLASTS              ,EC VENOUS SYSTEMIC       ,0.004320166539400816
MULTICILIATED (NASAL)    ,NEUROENDOCRINE           ,0.004319492261856794
B                        ,INTERSTITIAL MΦ PERIVASCULAR,0.004318614955991507
SIGNALING ALVEOLAR EPITHELIAL TYPE 2,EC VENOUS                ,0.0043185497634112835
PERIBRONCHIAL FIBROBLASTS,PLASMA                   ,-0.004318371880799532
EREG+ DENDRITIC          ,CD4+ NAIVE T             ,0.004316899459809065
SUBMUCOSAL GLAND         ,DEUTEROSOMAL             ,-0.004316485952585936
NK CELLS                 ,ALVEOLAR EPITHELIAL TYPE 2,0.004315473139286041
PERICYTES                ,CAPILLARY INTERMEDIATE 1 ,0.004314584191888571
FIBROMYOCYTES            ,CLUB                     ,0.004314540419727564
MONOCYTE DERIVED MΦ      ,SUBMUCOSAL GLAND         ,0.004312274046242237
CLUB                     ,PROLIFERATING MACROPHAGE ,0.0043111443519592285
EC CAPILLARY             ,SMOOTH MUSCLE            ,0.0043106903322041035
T CELL LINEAGE           ,LIPOFIBROBLAST           ,0.004309929441660643
ADVENTITIAL FIBROBLASTS  ,CLUB (NASAL)             ,0.004309579264372587
SMOOTH MUSCLE            ,PROXIMAL BASAL           ,0.004309560172259808
BASOPHIL/MAST 1          ,FIBROMYOCYTES            ,0.004309326410293579
EC VENOUS SYSTEMIC       ,FIBROBLASTS              ,0.0043076276779174805
SUBPLEURAL FIBROBLASTS   ,MUCOUS                   ,0.004306710325181484
EC ARTERIAL              ,MONOCYTES                ,0.004306708462536335
CD8+ MEMORY/EFFECTOR T   ,ADVENTITIAL FIBROBLASTS  ,0.004306226037442684
MYOFIBROBLASTS           ,MULTICILIATED (NON_NASAL),0.00430575106292963
MAST CELLS               ,NK CELLS                 ,0.004305500071495771
FIBROBLAST               ,SEROUS                   ,-0.004304266069084406
NEUROENDOCRINE           ,ALVEOLAR MACROPHAGES     ,0.004303988069295883
CD4 T                    ,LIPOFIBROBLAST           ,0.0043037966825068
BRONCHIAL VESSEL         ,CD8+ NAIVE T             ,0.004303283989429474
FIBROBLASTS              ,INNATE LYMPHOID CELL NK  ,0.004301678854972124
LYMPHATIC EC DIFFERENTIATING,PERICYTES                ,0.004301303997635841
MYOFIBROBLASTS           ,AIRWAY SMOOTH MUSCLE     ,0.004299475345760584
LYMPHATIC EC DIFFERENTIATING,MYELOID DENDRITIC TYPE 2 ,0.004298004321753979
FIBROBLAST LINEAGE       ,LYMPHATIC EC PROLIFERATING,0.004296715836971998
CD8+ MEMORY/EFFECTOR T   ,AT2                      ,0.004295975901186466
MULTICILIATED (NON_NASAL),VEIN                     ,0.004295527469366789
B CELLS                  ,AT2 PROLIFERATING        ,0.004295289516448975
OLR1+ CLASSICAL MONOCYTE ,B                        ,0.0042940182611346245
VEIN                     ,EPITHELIAL               ,0.0042932480573654175
EC VENOUS                ,CLASSICAL MONOCYTES      ,0.004292826168239117
BRONCHIAL VESSEL         ,CD8+ MEMORY/EFFECTOR T   ,0.0042916471138596535
CAPILLARY INTERMEDIATE 1 ,EC AEROCYTE CAPILLARY    ,0.004290862940251827
SMG SEROUS (NASAL)       ,CAPILLARY INTERMEDIATE 1 ,-0.004290463402867317
ALVEOLAR FIBROBLASTS     ,PERICYTE                 ,0.0042902808636426926
SUBPLEURAL FIBROBLASTS   ,MIGRATORY DCS            ,0.004290065262466669
MYOFIBROBLASTS           ,CAPILLARY INTERMEDIATE 1 ,0.004288902971893549
NK CELLS                 ,CD4+ NAIVE T             ,0.004288337659090757
TUFT                     ,EC VENOUS PULMONARY      ,0.004287911579012871
CAPILLARY INTERMEDIATE 1 ,AIRWAY EPITHELIUM        ,0.004287067335098982
PROXIMAL BASAL           ,LYMPHATIC EC MATURE      ,0.004283020738512278
FIBROBLASTS              ,INTERMEDIATE MONOCYTE    ,0.0042824591509997845
SUBPLEURAL FIBROBLASTS   ,MULTICILIATED            ,-0.004282159730792046
TRANSITIONAL CLUB AT2    ,PERICYTES                ,0.0042820880189538
OLR1+ CLASSICAL MONOCYTE ,EPITHELIAL               ,0.004281671717762947
DIFFERENTIATING BASAL    ,SIGNALING ALVEOLAR EPITHELIAL TYPE 2,0.0042813923209905624
EREG+ DENDRITIC          ,SMG MUCOUS               ,-0.004280958790332079
EPITHELIAL               ,FIBROBLAST               ,-0.00428085308521986
MULTICILIATED LINEAGE    ,NATURAL KILLER           ,0.004279764834791422
NK CELLS                 ,CD8+ NAIVE T             ,0.004279527347534895
ALVEOLAR MΦ PROLIFERATING,MULTICILIATED LINEAGE    ,-0.004277885425835848
AT2                      ,SUBMUCOSAL SECRETORY     ,0.004277259111404419
GOBLET                   ,MYOFIBROBLASTS           ,0.004277207888662815
PERICYTE                 ,LYMPHATIC EC MATURE      ,-0.0042770323343575
ADVENTITIAL FIBROBLAST   ,MIGRATORY DCS            ,0.004276925232261419
FIBROMYOCYTES            ,INTERMEDIATE MONOCYTE    ,0.004275498446077108
LYMPHATIC                ,CD8 T CELLS              ,0.004275341983884573
VASCULAR SMOOTH MUSCLE   ,FIBROBLAST               ,-0.004274921957403421
NK CELLS                 ,VASCULAR SMOOTH MUSCLE   ,0.004274656996130943
MULTICILIATED (NASAL)    ,BASOPHIL/MAST            ,-0.004274396225810051
BASOPHIL/MAST            ,SUBMUCOSAL SECRETORY     ,-0.0042739808559417725
VEIN                     ,CLUB (NON_NASAL)         ,0.004272869322448969
CD16+ MONOCYTE           ,EC AEROCYTE CAPILLARY    ,0.004271604120731354
LYMPHOID                 ,B CELLS                  ,0.004271321464329958
T CELLS PROLIFERATING    ,INTERSTITIAL MACROPHAGES ,0.004270327743142843
MYOFIBROBLASTS           ,ALVEOLAR EPITHELIUM      ,0.004270040430128574
SMOOTH MUSCLE            ,FIBROBLASTS              ,0.004268646705895662
EC CAPILLARY             ,AIRWAY SMOOTH MUSCLE     ,0.004267274867743254
ALVEOLAR EPITHELIAL TYPE 2,SMG SEROUS               ,0.004267111420631409
MULTICILIATED (NON_NASAL),EC VENOUS PULMONARY      ,0.004267004784196615
MULTICILIATED (NON_NASAL),CLUB (NON_NASAL)         ,0.004266373347491026
AT2                      ,RARE                     ,0.0042657931335270405
FIBROBLASTS              ,CD4 T                    ,0.0042642951011657715
NATURAL KILLER T         ,ALVEOLAR MACROPHAGES     ,0.004263959359377623
TRANSITIONAL CLUB AT2    ,ADVENTITIAL FIBROBLASTS  ,0.004263455513864756
CD4 T                    ,EC ARTERIAL              ,0.004263254348188639
MULTICILIATED (NON_NASAL),PERICYTE                 ,0.004261699505150318
BASAL                    ,NEUROENDOCRINE           ,-0.004261515568941832
EC VENOUS                ,MONOCYTE DERIVED MΦ      ,0.004261432681232691
VASCULAR SMOOTH MUSCLE   ,MYOFIBROBLASTS           ,0.004260098095983267
PLASMACYTOID DCS         ,BASOPHIL/MAST 2          ,0.004260019864886999
FIBROBLAST LINEAGE       ,ALVEOLAR MΦ CCL3+        ,0.004259834066033363
TRANSITIONAL CLUB AT2    ,MACROPHAGES              ,0.004258590750396252
CD16+ MONOCYTE           ,NK CELLS                 ,0.004258075263351202
EC VENOUS PULMONARY      ,EC ARTERIAL              ,0.004257919732481241
MULTICILIATED (NON_NASAL),FIBROMYOCYTE             ,0.004257033113390207
EPITHELIAL               ,NEUROENDOCRINE           ,-0.00425683381035924
CAPILLARY INTERMEDIATE   ,ENDOTHELIAL              ,0.0042549665085971355
EC VENOUS SYSTEMIC       ,B CELLS                  ,0.0042519336566329
EPITHELIAL               ,LYMPHATIC                ,0.004251898266375065
NATURAL KILLER T         ,PERICYTES                ,0.004251622594892979
EPITHELIAL               ,STROMA                   ,0.004251391161233187
BRONCHIAL VESSEL         ,SMOOTH MUSCLE            ,0.004248988814651966
BASOPHIL/MAST            ,SUBPLEURAL FIBROBLASTS   ,0.004248380195349455
EC VENOUS SYSTEMIC       ,TUFT                     ,0.004245913587510586
CD4+ MEMORY/EFFECTOR T   ,PLASMA                   ,0.004245348274707794
SUBPLEURAL FIBROBLASTS   ,PLATELET/MEGAKARYOCYTE   ,0.004245254211127758
FIBROMYOCYTES            ,AIRWAY EPITHELIUM        ,0.004245179705321789
DEUTEROSOMAL             ,DENDRITIC CELLS          ,0.004244732670485973
INTERMEDIATE MONOCYTE    ,NATURAL KILLER T         ,0.004244402516633272
INTERMEDIATE MONOCYTE    ,MAST CELLS               ,0.004243955481797457
BASOPHIL/MAST 1          ,LIPOFIBROBLAST           ,0.004242975264787674
ADVENTITIAL FIBROBLASTS  ,EREG+ DENDRITIC          ,-0.004242324270308018
FIBROBLAST LINEAGE       ,EC CAPILLARY             ,0.004241582937538624
ALVEOLAR EPITHELIAL TYPE 2,CAPILLARY INTERMEDIATE   ,-0.004241423215717077
MONOCYTE DERIVED MΦ      ,MULTICILIATED (NASAL)    ,0.004241061396896839
INTERMEDIATE MONOCYTE    ,INNATE LYMPHOID CELL NK  ,0.004241026472300291
ALVEOLAR EPITHELIUM      ,SUBMUCOSAL GLAND         ,-0.004240353591740131
T CELLS PROLIFERATING    ,GOBLET (SUBSEGMENTAL)    ,0.0042402483522892
GOBLET                   ,BRONCHIAL VESSEL 2       ,0.0042388588190078735
EREG+ DENDRITIC          ,T CELLS PROLIFERATING    ,0.0042387619614601135
TRANSITIONAL CLUB AT2    ,SUBPLEURAL FIBROBLASTS   ,0.0042386362329125404
DC2                      ,LYMPHATIC EC PROLIFERATING,0.00423825066536665
ALVEOLAR EPITHELIUM      ,EC CAPILLARY             ,0.004237366374582052
BRONCHIAL VESSEL 1       ,EC AEROCYTE CAPILLARY    ,0.0042366995476186275
B CELLS                  ,CD8+ NAIVE T             ,0.004236146342009306
ALVEOLAR FIBROBLASTS     ,CD4+ NAIVE T             ,0.004234042949974537
CAPILLARY AEROCYTE       ,ALVEOLAR EPITHELIUM      ,0.004233775660395622
EPITHELIAL               ,PLASMACYTOID DCS         ,0.00422905758023262
OLR1+ CLASSICAL MONOCYTE ,CLUB (NASAL)             ,0.004228767938911915
VASCULAR SMOOTH MUSCLE   ,STROMA                   ,0.00422847643494606
